name,price,status,shipping,free_returns,items_sold
*BRAND NEW*  Lego Harry Potter Hogwarts Great Hall  #75954 *RETIRED*,13995,Brand New,1438,True,
LEGO Succulents Plant Decor Building Kit for Adults; 10309 (771 Pieces),3799,Brand New,0,False,
LEGO 10308 Holiday Main Street Winter Village **BRAND NEW AND SEALED**,12849,Brand New,500,False,
LEGO 30576 Christmas Holiday Tree Creator Polybag Sealed,1372,Brand New,0,True,
LEGO Ferrari F8 Tributo Speed Champions (76895) New Sealed,2956,Brand New,500,True,17
LEGO 30463 The Hidden Side Chef Enzo's Haunted Hot Dogs NEW & SEALED,1199,Brand New,0,False,53
New ListingLEGO Harry Potter: Diagon Alley (40289) New Sealed in box,7500,Brand New,0,False,
LEGO - Minifigure Hands - PICK YOUR COLORS Body Parts Lot Replacement Arms Town ,99,Pre-Owned,495,True,
New ListingNew Sealed LEGO 40532 Vintage Taxi ,3999,Brand New,0,False,
New Genuine LEGO Christmas Ornament Gingerbread House with Instructions,2099,Brand New,450,False,83
LEGO Santa's Sleigh 40499 Christmas Brand New !!,4495,Brand New,1500,False,
New ListingLEGO 75258 Star Wars Anakin's Podracer 20th Anniversary Edition NEW/NISB RETIRED,4000,Brand New,0,False,
LEGO City Switch Tracks 60238 Building Kit (8 Pieces),1632,Brand New,0,True,
LEGO Marvel The Goat Boat 76208 Building Set (564 Pieces),4500,Brand New,0,False,
New ListingLEGO- CREATOR- LAKESIDE LODGE- 31048- 100% COMPLETE  - NO BOX,3599,Pre-Owned,0,True,
New ListingLEGO NINJAGO: Temple of the Endless Sea (71755) Sealed Retired Set,8999,Brand New,1499,False,
New ListingLEGO 40573 Christmas Tree (784 pcs) Brand New! Sealed!,6790,Brand New,0,False,
LEGO Star Wars: Droid Fighter (7111) Complete With Instructions,1000,Pre-Owned,550,False,
New ListingLEGO Star Wars A-Wing UCS 75275 New/Sealed. Box has wear. Free shipping USA only,26000,Brand New,0,False,
New ListingLEGO 40461 Creator Botanical Collection Tulips Set Flowers 111pcs New/sealed,1599,Brand New,685,False,
LEGO Vespa 125 10298 Building Kit NEW & SEALED - DAMAGED BOX - SEE DETAILS,7200,New (Other),0,False,
LEGO Succulents Plant Decor 10309 (771 Pieces) - Succulent Lego Set,3999,Brand New,0,False,
LEGO Minecraft The Bakery 21184 NEW & SEALED,2029,Brand New,0,False,
New ListingLEGO LEGO ARCHITECTURE: London (21034),500,Brand New,1275,False,
LEGO Friends Advent Calendar FRIENDS (41690),2999,Brand New,900,False,
