name,price,status,shipping,free_returns,items_sold
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Grape Rush Pack of 12",2894,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Fuji Apple Pear (Pack of 12)",2999,Brand New,1345,False,
"CELSIUS Essential Energy Drink, 12 Fl Oz, Official Variety Pack (Pack of 12)",2999,Brand New,1345,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Kiwi Guava (Pack of 12)",2999,Brand New,1345,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Raspberry Acai Green Tea (Pack of 12)",3799,Brand New,0,False,
CELSIUS Essential Energy Drink 12 Fl Oz Raspberry Acai Green Tea Pack of 12,3532,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Peach Mango Green Tea (Pack of 12)",3999,Brand New,0,False,
"CELSIUS Fitness Energy Drink 12 Fl Oz, Sparkling Cola (Pack of 12)",3411,Brand New,0,True,
CELSIUS Essential Energy Drink 12 Fl Oz Arctic Vibe Sparkling Frozen Berry Ed...,3272,Brand New,0,True,
CELSIUS HEAT Performance Energy Drink Jackfruit 192 Fl Oz Pack of 12,3742,Brand New,0,True,
Celsius Green Tea Peach Mango Energy Drink - 12 fl oz Can,224,Brand New,998,False,
"CELSIUS Essential Energy Drink,What's Your Vibe Variety Pack 12Fl Oz(Pack of 12)",4889,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Watermelon (Pack of 24)",6669,Brand New,0,False,
"CELSIUS HEAT Inferno Punch Performance Energy Drink, Zero Sugar, 16oz. Can ",4051,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Cola (Pack of 12)",3489,Brand New,0,True,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Orange Pack of 12,3053,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Grape Rush (Pack of 12)",3004,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Wild Berry (Pack of 12)",2999,Brand New,1345,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Watermelon (Pack of 12)",2999,Brand New,1345,False,
"CELSIUS Essential Energy Drink , Sparkling Grape Rush , 12 Fl Oz (Pack of 24)",5933,Brand New,0,False,
"CELSIUS Fitness Energy Drink 12 Fl Oz, Peach Mango Green Tea Pack of 12",3013,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Raspberry Acai Green Tea Pack of 12",4516,Brand New,0,True,
"Essential Energy Drink 12 Fl Oz, Sparkling Peach Vibe (Pack of 24)",4745,Brand New,0,False,
CELSIUS HEAT Blueberry Pomegranate Performance Energy Drink Zero Sugar 16oz. ...,2824,Brand New,295,False,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Peach Vibe Pack of 12,3778,Brand New,0,True,
"CELSIUS HEAT On-the-Go Energy Powder Stick Packets, Watermelon Ice, 14 ct",2290,Brand New,0,False,
"CELSIUS HEAT Performance Energy Drink 3-Flavor Variety Pack #2, 16oz, 12 pack",3999,Brand New,1345,False,
CELSIUS HEAT On-the-Go Performance Energy Powder Stick Packets Watermelon Ice...,2264,Brand New,0,True,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Mango Passionfruit Pack of 12,2728,Brand New,0,True,
energy drink,2744,Brand New,825,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Peach Vibe (Pack of 12)",3617,Brand New,0,False,
"CELSIUS BCAA +Energy Sparkling Post-Workout Recovery and Hydration Drink, Slim",3842,Brand New,0,False,
"CELSIUS BCAA +Energy Post-Workout Recovery Drink, blood Orange lemonade 12 PACK",2400,Brand New,0,True,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Peach Vibe Pack of 12 NEW,4101,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Peach Mango Green Tea (Pack of 24)",6036,Brand New,0,True,
CELSIUS Essential Energy Drink Sparkling Classic Pop Pack Edition 12 Fl Oz Pa...,3784,Brand New,0,True,
"CELSIUS Essential Energy Drink, Sparkling Strawberry Guava 12 Fl Oz Pack of 12",3743,Brand New,0,False,
CELSIUS Essential Energy Drink 12 Fl Oz Peach Mango Green Tea Pack of 24,6695,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling 12 Oz (Pack of 12) ",3260,Brand New,0,False,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Grape Rush Pack of 12,3057,Brand New,0,True,
CELSIUS Essential Energy Drink Sparkling Classic Pop Pack Edition 12 Fl Oz Pa...,3607,Brand New,0,True,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Mango Passionfruit Pack of 12,2834,Brand New,0,True,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Strawberry Guava Pack of 24,6952,Brand New,0,True,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Fuji Apple Pear Pack of 12,3127,Brand New,0,True,
"Celsius Heat Carbonated Pre-Workout, 16 Fl Oz (Pack of 12)",4798,Brand New,0,False,
CELSIUS Essential Energy Drink  Sparkling Grape Rush  12 Fl Oz Pack of 24,5890,Brand New,0,True,
"CELSIUS BCAA + Energy Sparkling Post-Workout Drink, Blood Orange Lemonade 24ct",4899,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling 12 Oz (Pack of 12) ",3263,Brand New,0,False,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Strawberry Guava Pack of 24,6698,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Raspberry Acai Green Tea (Pack of 12)",2999,Brand New,1345,False,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Grape Rush Pack of 12,2945,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Peach Mango Green Tea (Pack of 12)",2499,Brand New,1875,False,
"CELSIUS Essential Energy Drink, 12 Fl Oz, Official Variety Pack (Pack of 12)",2330,Brand New,3040,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Orange (Pack of 12)",2999,Brand New,1875,False,
CELSIUS HEAT Performance Energy Drink Cherry Lime 16 Fl Oz Pack of 12,3494,Brand New,0,True,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Strawberry Guava Pack of 24,6952,Brand New,0,True,
CELSIUS BCAA +Energy Sparkling Post-Workout Recovery & Hydration Drink Tropic...,2700,Brand New,0,True,
CELSIUS HEAT Performance Energy Drink Jackfruit 192 Fl Oz Pack of 12,3929,Brand New,0,True,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Peach Vibe Pack of 12,3778,Brand New,0,True,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Watermelon Pack of 12,3137,Brand New,0,True,
CELSIUS Essential Energy Drink 12 Fl Oz Peach Mango Green Tea Pack of 24,6695,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Peach Vibe (Pack of 12)",2999,Brand New,1345,False,
CELSIUS HEAT Blueberry Pomegranate Performance Energy Drink Zero Sugar 16oz. ...,3342,Brand New,0,False,
