name,price,status,shipping,free_returns,items_sold
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Strawberry Lemonade (12 Pk)",3595,Brand New,0,False,
Celsius Fitness 0 Sugar Non Carbonate Energy Drink Peach Mango/Green Tea BB 6/22,3999,Brand New,0,False,
Celsius Peach Vibe 12 fl oz Limited Edition Sparkling Fitness Energy Drink with,1999,Brand New,1710,False,
"CELSIUS On-The-Go Essential Energy Powder Packs, Coconut (Pack of 14)",3771,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Arctic Vibe Sparkling Frozen Berry Edit",3999,Brand New,0,False,
"Celsius Essential Energy Drink Pack 12 Fl Oz, Sparkling Grape Rush (Pack of 12)",2700,Brand New,0,False,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Tropical Vibe Pack of 12,3289,Brand New,0,True,
NEW CELSIUS Sparkling Peach Vibe Essential Energy Drink 12 Fl Oz Pack of 12,3280,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Strawberry Guava (Pack of 12)",3839,Brand New,0,False,
CELSIUS BCAA +Energy Sparkling Post-Workout Recovery & Hydration Drink - 12 Pack,3595,Brand New,0,True,
Celsius Heat: 14ct Strawberry Mango Water/Performance Enhancer,1399,Brand New,600,False,
"CELSIUS HEAT Blueberry Pomegranate Performance Energy Drink, Zero Sugar, 16oz.",3627,Brand New,0,False,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Orange Pack of 12,3036,Brand New,0,True,
Cherry Lime Energy Drink Zero Sugar 16 oz Can 12 Pack,3342,Brand New,0,False,
CELSIUS Essential Energy Drink Raspberry Acai Green Tea 12 Fl Oz Pack of 12,3289,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Strawberry Guava (Pack of 12)",3322,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Peach Mango Green Tea (Pack of 12)",3320,Brand New,0,False,
"CELSIUS Fitness Energy Drink 12 Fl Oz, Peach Mango Green Tea (Pack 12) ",3190,Brand New,0,False,
"CELSIUS Essential Energy Drink, 12 Fl Oz, Official Sparkling Orange (Pack of 12)",3512,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Kiwi Guava (Pack of 12)",3181,Brand New,0,True,
