name,price,status,shipping,free_returns,items_sold
New ListingHP 10B Business (Financial) Calculator without Case,1700,Pre-Owned,800,False,
New ListingBrand New Texas Instruments TI-84 Plus All-Purpose Graphing Calculator,9200,Brand New,0,True,
New ListingTexas Instruments TI-83 Plus Graphing Calculator Tested Working Black NO Cover,3400,Pre-Owned,574,False,
Texas Instruments Personal Banker Solar Calculator Only the Calculator Part Work,495,Parts Only,455,False,
Portable Calculator Pocket Size Creative Keychain Calculator Office Suppl Hs$f,182,Brand New,0,False,
Canon LS-100TS Portable Business Calculator 10-Digit LCD 5936A028AA,1630,Brand New,0,False,
Texas Instruments TI-82 Graphing Calculator w/ Cover- Tested & Working,1199,Pre-Owned,610,False,
New ListingTexas Instruments TI-83 Plus Silver Edition SE Graphing Calculator Clear w/Cord ,3999,Pre-Owned,1190,False,
New Listing🔥NEW SEALED Texas Instruments TI-84 Plus Graphing Calculator🔥,8399,Brand New,0,False,
New Listing⭐Vintage Texas Instruments BA II 2 Plus Advanced Business Analyst Calculator ⭐,1000,Pre-Owned,590,False,
New ListingTexas Instruments TI-30Xa Scientific Calculator EXCELLENT CONDITION!! ,1799,Pre-Owned,0,False,
Vintage Texas Instrument Calculator TI-30,1100,Pre-Owned,400,False,
"Sharpie Smear Guard Retractable Highlighters, Chisel Tip, 8 Colors Set - SEALED!",1369,Brand New,0,True,
